Composer,Work Title,Movement,henle,YouTube Link 1,YouTube Link 2,YouTube Link 3,Unnamed: 6,audio_id,audio_path,original_id,split
FRANZ SCHUBERT,Piano Sonata B flat major op. post. D 960,,7,https://www.youtube.com/watch?v=Z1kRFDA7orU,,,,Z1kRFDA7orU,Z1kRFDA7orU.wav,x-143,test
JOHANNES BRAHMS,"Rhapsody b minor op. 79,1",,7,https://www.youtube.com/watch?v=NcgOp-2T05A,,,,NcgOp-2T05A,NcgOp-2T05A.wav,x-151,test
CLAUDE DEBUSSY,Pagodes,,7,https://www.youtube.com/watch?v=5dFceiCR8sU,https://www.youtube.com/watch?v=rbiewbR8BVE,,,5dFceiCR8sU,5dFceiCR8sU.wav,x-153,train
LUDWIG VAN BEETHOVEN,Alla Ingharese quasi un Capriccio (The Rage over the Lost Penny) G major op. 129,,7,https://www.youtube.com/watch?v=Zk9ASyG6jag,,,,Zk9ASyG6jag,Zk9ASyG6jag.wav,x-157,train
JOHANN SEBASTIAN BACH,Fugue d minor BWV 948,,7,https://www.youtube.com/watch?v=MGu5fu9OOlA,https://www.youtube.com/watch?v=MGu5fu9OOlA,https://www.youtube.com/watch?v=y_-FS2AqU6M,https://www.youtube.com/watch?v=rUdbUN48RHE,MGu5fu9OOlA,MGu5fu9OOlA.wav,x-16,val
JOHANN SEBASTIAN BACH,Sonata after the Violin Sonata A minor d minor BWV 964,,7,https://www.youtube.com/watch?v=XpfgXj5dOBg,,https://www.youtube.com/watch?v=XpfgXj5dOBg,https://www.youtube.com/watch?v=3GNjQbf0kWs,XpfgXj5dOBg,XpfgXj5dOBg.wav,x-166,val
CLAUDE DEBUSSY,Hommage à Rameau,,7,https://www.youtube.com/watch?v=9DVsDzjT2L8,,,,9DVsDzjT2L8,9DVsDzjT2L8.wav,x-177,train
JOHANNES BRAHMS,"Capriccio f sharp minor op. 76,1",,7,https://www.youtube.com/watch?v=83sNTVSwojM,https://www.youtube.com/watch?v=tbNEf9OgtRI,https://www.youtube.com/watch?v=7xlu4Dm0WGc,https://www.youtube.com/watch?v=SJNkZ1yzUek,83sNTVSwojM,83sNTVSwojM.wav,x-186,train
SERGEI RACHMANINOV,"Prélude C major op. 32,1",,7,https://www.youtube.com/watch?v=nTlH3PuE11M,https://www.youtube.com/watch?v=4fdL9l3aV0w,https://www.youtube.com/watch?v=NjmdeMuSBek,https://www.youtube.com/watch?v=jywaW0mZ0hg,nTlH3PuE11M,nTlH3PuE11M.wav,x-200,train
FRÉDÉRIC CHOPIN,"Etude F major op. 25,3",,7,https://www.youtube.com/watch?v=hk2cbLpyN3I,https://www.youtube.com/watch?v=JAOePD0mEXs,https://www.youtube.com/watch?v=bnIPt-Fqiqk,https://www.youtube.com/watch?v=IqG2Mxx3MM8,hk2cbLpyN3I,hk2cbLpyN3I.wav,x-250,train
FRÉDÉRIC CHOPIN,"Etude G flat major op. 25,9",,7,https://www.youtube.com/watch?v=WZYHvEF84NQ,https://www.youtube.com/watch?v=_ATFtPs9ZlQ,https://www.youtube.com/watch?v=6hc5FKmr3FA,https://www.youtube.com/watch?v=cKeley78hM4,WZYHvEF84NQ,WZYHvEF84NQ.wav,x-256,val
CARL MARIA VON WEBER,Invitation to the Dance D flat major op. 65,,7,https://www.youtube.com/watch?v=qNzKde09GxI,,,,qNzKde09GxI,qNzKde09GxI.wav,x-268,val
CLAUDE DEBUSSY,Prelude,,7,https://www.youtube.com/watch?v=g9F4yAww9H0,https://www.youtube.com/watch?v=P3DGoWz7fCo,https://www.youtube.com/watch?v=TEdSdtztfLQ,https://www.youtube.com/watch?v=5rkXYm-JEQQ,g9F4yAww9H0,g9F4yAww9H0.wav,x-280,test
EDVARD GRIEG,"Präludium op. 40,1",,7,https://www.youtube.com/watch?v=sjHsTANn5Ew,https://www.youtube.com/watch?v=lXy21qsLY1A,https://www.youtube.com/watch?v=sjHsTANn5Ew,https://www.youtube.com/watch?v=M_yJfDY8bQw,sjHsTANn5Ew,sjHsTANn5Ew.wav,x-285,train
MUZIO CLEMENTI,"Piano Sonata A major op. 2,4",,7,https://www.youtube.com/watch?v=4d7ce_paXIw,https://www.youtube.com/watch?v=j2fKTwXaSxY,https://www.youtube.com/watch?v=GF2cxfqcMQE,https://www.youtube.com/watch?v=-BAsNLbhOXU,4d7ce_paXIw,4d7ce_paXIw.wav,x-286,test
CLAUDE DEBUSSY,Le Vent dans la plaine,,7,https://www.youtube.com/watch?v=yMO5MjskewU,https://www.youtube.com/watch?v=1N5fvYejvXk,https://www.youtube.com/watch?v=f3Cccn4yvl4,https://www.youtube.com/watch?v=8VSU2R0zC6g,yMO5MjskewU,yMO5MjskewU.wav,x-289,train
CLAUDE DEBUSSY,La puerta del Vino,,7,https://www.youtube.com/watch?v=gaEBT6deHxY,https://www.youtube.com/watch?v=ot2JLgXawDM,https://www.youtube.com/watch?v=CivLZQhDpWc,https://www.youtube.com/watch?v=hhEIek8Y1mA,gaEBT6deHxY,gaEBT6deHxY.wav,x-303,val
CLAUDE DEBUSSY,Brouillards,,7,https://www.youtube.com/watch?v=GBVYNIttXmo,https://www.youtube.com/watch?v=AhdXnMHqsEU,https://www.youtube.com/watch?v=x6ffxJxM8Qk,https://www.youtube.com/watch?v=FcnYbpJhpN4,GBVYNIttXmo,GBVYNIttXmo.wav,x-306,train
FRÉDÉRIC CHOPIN,"Nocturne c minor op. 48,1",,7,https://www.youtube.com/watch?v=107Iwx5RKSM,,,,107Iwx5RKSM,107Iwx5RKSM.wav,x-310,test
LUDWIG VAN BEETHOVEN,Polonaise C major op. 89,,7,https://www.youtube.com/watch?v=6cXk5oldnzQ,,,,6cXk5oldnzQ,6cXk5oldnzQ.wav,x-316,train
CLAUDE DEBUSSY,Danse (Tarentelle styrienne),,7,https://www.youtube.com/watch?v=bW01NSqOA7M,https://www.youtube.com/watch?v=EHg70Wnrp74,https://www.youtube.com/watch?v=l8SjhqyIgQ0,https://www.youtube.com/watch?v=9vMl_z2GwH0,bW01NSqOA7M,bW01NSqOA7M.wav,x-338,train
JOHANNES BRAHMS,"Intermezzo e flat minor op. 118,6",,7,https://www.youtube.com/watch?v=aQu9nEX8ANQ,https://www.youtube.com/watch?v=aQu9nEX8ANQ,,,aQu9nEX8ANQ,aQu9nEX8ANQ.wav,x-340,val
EDVARD GRIEG,"Rigaudon op. 40,5",,7,https://www.youtube.com/watch?v=nvXT7w0yKso,https://www.youtube.com/watch?v=nvXT7w0yKso,https://www.youtube.com/watch?v=sQV12aGMR64,https://www.youtube.com/watch?v=N9rlsqfK87k,nvXT7w0yKso,nvXT7w0yKso.wav,x-346,train
JOHANNES BRAHMS,"Ballad (Intermezzo) b minor op. 10,3",,7,https://www.youtube.com/watch?v=E7uMTqcazOg,https://www.youtube.com/watch?v=4yr4mPtwLWg,https://www.youtube.com/watch?v=rOGYVcje82I,https://www.youtube.com/watch?v=suSGCMJmQ_8,E7uMTqcazOg,E7uMTqcazOg.wav,x-350,train
FRÉDÉRIC CHOPIN,"Prelude g minor op. 28,22",,7,https://www.youtube.com/watch?v=K6ZD5w5vNfI,https://www.youtube.com/watch?v=LF7SI_RkUfE,https://www.youtube.com/watch?v=ejUG_nAEQKM,https://www.youtube.com/watch?v=_S93Fjbb5Xs,K6ZD5w5vNfI,K6ZD5w5vNfI.wav,x-356,train
SERGEI RACHMANINOV,"Prélude g minor op. 23,5",,7,https://www.youtube.com/watch?v=GhBXx-2PadM,https://www.youtube.com/watch?v=M8RyWFA7PSY,https://www.youtube.com/watch?v=4QB7ugJnHgs,https://www.youtube.com/watch?v=SlcQWUn5DeI,GhBXx-2PadM,GhBXx-2PadM.wav,x-367,val
SERGEI RACHMANINOV,"Prélude b minor op. 32,10",,7,https://www.youtube.com/watch?v=KHGd624HzDc,,,,KHGd624HzDc,KHGd624HzDc.wav,x-37,test
JOHANN SEBASTIAN BACH,Fugue b minor BWV 869,,7,https://www.youtube.com/watch?v=_9rL3aGWzAg,https://www.youtube.com/watch?v=Chqdf5lQXdk,https://www.youtube.com/watch?v=JNrZa7Q0WBs,,_9rL3aGWzAg,_9rL3aGWzAg.wav,x-399,train
FRANZ LISZT,Il lamento,,7,https://www.youtube.com/watch?v=qMNwdq3FNg4,,,,qMNwdq3FNg4,qMNwdq3FNg4.wav,x-41,train
FRANZ LISZT,Dance of the Gnomes,,7,https://www.youtube.com/watch?v=nBryja87JQo,https://www.youtube.com/watch?v=xJ9F3DRSgr8,https://www.youtube.com/watch?v=4H0VObXXA7U,https://www.youtube.com/watch?v=MB8bcBc_lWQ,nBryja87JQo,nBryja87JQo.wav,x-47,test
FRANZ LISZT,Valse oubliée,,7,https://www.youtube.com/watch?v=5mC4PpAcnAI,https://www.youtube.com/watch?v=46NPDVAO3jE,https://www.youtube.com/watch?v=zEXjUZToAJI,https://www.youtube.com/watch?v=N78_av0cqtM,5mC4PpAcnAI,5mC4PpAcnAI.wav,x-65,train
FRANZ LISZT,Au bord d'une source,,7,https://www.youtube.com/watch?v=fahsREaFkyU,https://www.youtube.com/watch?v=JLfJbBf2Vnw,https://www.youtube.com/watch?v=XkSCGZnbMyc,https://www.youtube.com/watch?v=NuMG69AdjlU,fahsREaFkyU,fahsREaFkyU.wav,x-70,train
JOHANN SEBASTIAN BACH,Partita 6 e minor BWV 830,,7,https://www.youtube.com/watch?v=R04aT710ZBM,https://www.youtube.com/watch?v=Gft1W6fy22k,https://www.youtube.com/watch?v=vmZlBpQHwBw,,R04aT710ZBM,R04aT710ZBM.wav,x-78,val
JOHANN SEBASTIAN BACH,Fugue e minor BWV 879,,7,https://www.youtube.com/watch?v=LC6rwTOC1hg,https://www.youtube.com/watch?v=qHg-NjrYltQ,https://www.youtube.com/watch?v=gXjmRkix4Gk,https://www.youtube.com/watch?v=Oeh7ktIOwyE,LC6rwTOC1hg,LC6rwTOC1hg.wav,x-9,val
ENRIQUE GRANADOS,4. Quejas o la maja y el ruiseñor,,7,https://www.youtube.com/watch?v=77zn-BF8Qsw,https://www.youtube.com/watch?v=UOomqLD-VWY,,,77zn-BF8Qsw,77zn-BF8Qsw.wav,x-90,val
JOHANNES BRAHMS,"Intermezzo a minor op. 118,1",,7,https://www.youtube.com/watch?v=--dFka8hrzo,https://www.youtube.com/watch?v=SNEU9OlYaWU,https://www.youtube.com/watch?v=ln24_E8HAr0,https://www.youtube.com/watch?v=nsbpTo71Twc,--dFka8hrzo,--dFka8hrzo.wav,x-94,train
DOMENICO SCARLATTI,Piano Sonata d minor K. 141,,7,https://www.youtube.com/watch?v=h6LtERRLKww,https://www.youtube.com/watch?v=IwsTSkGHdoI,https://www.youtube.com/watch?v=Gh9WX7TKfkI,https://www.youtube.com/watch?v=KTi-QXenilQ,h6LtERRLKww,h6LtERRLKww.wav,x-95,train
LUDWIG VAN BEETHOVEN,"Piano Sonata f minor op. 2,1",mvt. 1,6,https://www.youtube.com/watch?v=--52njGWKc0,,,,--52njGWKc0,--52njGWKc0.wav,c-1,train
LUDWIG VAN BEETHOVEN,"Piano Sonata f minor op. 2,1",mvt. 2,6,https://www.youtube.com/watch?v=s3O8wRFGoBM,https://www.youtube.com/watch?v=4LYV34XCrmc,,,s3O8wRFGoBM,s3O8wRFGoBM.wav,c-1,train
LUDWIG VAN BEETHOVEN,"Piano Sonata f minor op. 2,1",mvt. 3,6,https://www.youtube.com/watch?v=N8lCUiByYuc,https://www.youtube.com/watch?v=OpYXHIOpdQ0,https://www.youtube.com/watch?v=gTO3waMid-Q,https://www.youtube.com/watch?v=FAEBdIhigsg,N8lCUiByYuc,N8lCUiByYuc.wav,c-1,train
LUDWIG VAN BEETHOVEN,"Piano Sonata f minor op. 2,1",mvt. 4,6,https://www.youtube.com/watch?v=nKqcbxrADAk,https://www.youtube.com/watch?v=8AQ2l4R_PyE,https://www.youtube.com/watch?v=nkV-9-lE_lk,,nKqcbxrADAk,nKqcbxrADAk.wav,c-1,train
LUDWIG VAN BEETHOVEN,"Piano Sonata G major op. 14,2",mvt. 1,6,https://www.youtube.com/watch?v=fPsDwKAWN4U,,,,fPsDwKAWN4U,fPsDwKAWN4U.wav,c-10,train
LUDWIG VAN BEETHOVEN,"Piano Sonata G major op. 14,2",mvt. 2,6,https://www.youtube.com/watch?v=P5zMaWw_qyc,,,,P5zMaWw_qyc,P5zMaWw_qyc.wav,c-10,train
LUDWIG VAN BEETHOVEN,"Piano Sonata G major op. 14,2",mvt. 3,6,https://www.youtube.com/watch?v=H-CHJPtGWHE,https://www.youtube.com/watch?v=nP0h66t5TcE,https://www.youtube.com/watch?v=Yi7-_oEGjBI,https://www.youtube.com/watch?v=iPQnSStJDeY,H-CHJPtGWHE,H-CHJPtGWHE.wav,c-10,train
WOLFGANG AMADEUS MOZART,12 Piano Variations on a Minuet KV 179 (189a),,6,https://www.youtube.com/watch?v=KUKAGbkNsFE,,https://www.youtube.com/watch?v=KUKAGbkNsFE,,KUKAGbkNsFE,KUKAGbkNsFE.wav,c-181,train
WOLFGANG AMADEUS MOZART,"12 Piano Variations on the Romance ""Je suis Lindor"" KV 354 (299a)",,6,https://www.youtube.com/watch?v=EiwodzHuoBk,,,,https://www.youtube.com/shorts/aUZgcsazZyo,EiwodzHuoBk.wav,c-183,val
WOLFGANG AMADEUS MOZART,"6 Piano Variations on ""Salve, tu Domine"" KV 398 (416e)",,6,https://www.youtube.com/watch?v=ywTklFVDAaM,,,,ywTklFVDAaM,ywTklFVDAaM.wav,c-184,val
WOLFGANG AMADEUS MOZART,"8 Piano Variations on ""Ein Weib ist das herrlichste Ding"" KV 613",,6,https://www.youtube.com/watch?v=EFo4mA0r-ok,https://www.youtube.com/watch?v=A95KEWybKuQ,https://www.youtube.com/watch?v=GldKqXTs1TU,,EFo4mA0r-ok,EFo4mA0r-ok.wav,c-185,train
DOMENICO SCARLATTI,Piano Sonata C major K. 513,,6,https://www.youtube.com/watch?v=GCjSBzKnQHM,https://www.youtube.com/watch?v=nrNIx9PFUvw,https://www.youtube.com/watch?v=fOa5zUP4BrQ,https://www.youtube.com/watch?v=qA5cvAMqfBQ,GCjSBzKnQHM,GCjSBzKnQHM.wav,c-187,train
DOMENICO SCARLATTI,Piano Sonata f sharp minor K. 25,,6,https://www.youtube.com/watch?v=PBMZpGAuMQE,https://www.youtube.com/watch?v=u8tmOm2w3Yo,https://www.youtube.com/watch?v=HljAAIKif-U,https://www.youtube.com/watch?v=QDJChDam7mY,PBMZpGAuMQE,PBMZpGAuMQE.wav,c-188,val
DOMENICO SCARLATTI,Piano Sonata C major K. 170,,6,https://www.youtube.com/watch?v=p61JLyPWjUw,https://www.youtube.com/watch?v=X-JaVGYG2i8,https://www.youtube.com/watch?v=6b3A6UWsqcg,https://www.youtube.com/watch?v=BgJ-db0EREQ,p61JLyPWjUw,p61JLyPWjUw.wav,c-190,train
DOMENICO SCARLATTI,Piano Sonata g minor K. 450,,6,https://www.youtube.com/watch?v=52yT2MskxlQ,https://www.youtube.com/watch?v=q5i5Qop1eDA,https://www.youtube.com/watch?v=QkB6OMILfUg,https://www.youtube.com/watch?v=6uHQwbcBw5E,52yT2MskxlQ,52yT2MskxlQ.wav,c-194,val
DOMENICO SCARLATTI,Piano Sonata D major K. 491,,6,https://www.youtube.com/watch?v=LT_M37FWJZA,https://www.youtube.com/watch?v=3h6eQbVevZo,https://www.youtube.com/watch?v=5-0IOyn9iO0,https://www.youtube.com/watch?v=CsoGclosoxk,LT_M37FWJZA,LT_M37FWJZA.wav,c-195,train
DOMENICO SCARLATTI,Piano Sonata C major K. 514,,6,https://www.youtube.com/watch?v=2bAO8MErHSE,https://www.youtube.com/watch?v=QztEeqTc4uQ,https://www.youtube.com/watch?v=pzjMKrXahKY,https://www.youtube.com/watch?v=_7_RkM6BGGM,2bAO8MErHSE,2bAO8MErHSE.wav,c-198,test
FRÉDÉRIC CHOPIN,"Waltz c sharp minor op. 64,2",,6,https://www.youtube.com/watch?v=SUT_0c2QVzo,https://www.youtube.com/watch?v=VyBxps3BgYc,https://www.youtube.com/watch?v=hOcryGEw1NY,https://www.youtube.com/watch?v=b_E51SV0Zus,SUT_0c2QVzo,SUT_0c2QVzo.wav,c-204,train
FRÉDÉRIC CHOPIN,"Nocturne E flat major op. 9,2",,6,https://www.youtube.com/watch?v=p29JUpsOSTE,https://www.youtube.com/watch?v=9E6b3swbnWg,https://www.youtube.com/watch?v=tV5U8kVYS88,https://www.youtube.com/watch?v=TqyLnMa3DJw,p29JUpsOSTE,p29JUpsOSTE.wav,c-205,train
FRÉDÉRIC CHOPIN,"Polonaise (Dramatique) c sharp minor op. 26,1",,6,https://www.youtube.com/watch?v=DKVocDMdGtg,https://www.youtube.com/shorts/sFvJQlBnMjk,,,DKVocDMdGtg,DKVocDMdGtg.wav,c-206,train
FRÉDÉRIC CHOPIN,Waltz (Grande Valse brillante) E flat major op. 18,,6,https://www.youtube.com/watch?v=9CwEfiFCuCY,https://www.youtube.com/watch?v=BLI4Gy34LRs,https://www.youtube.com/shorts/Pyi6B2vsR1M,https://www.youtube.com/watch?v=-3AXXAkaxJg,9CwEfiFCuCY,9CwEfiFCuCY.wav,c-219,val
FRÉDÉRIC CHOPIN,"Waltz (Minute) D flat major op. 64,1",,6,https://www.youtube.com/watch?v=3H0SRv8QNwk,https://www.youtube.com/watch?v=hKILwVH_MdM,https://www.youtube.com/watch?v=ToeH-sSM_Ik,https://www.youtube.com/watch?v=X2JCxapd5hU,3H0SRv8QNwk,3H0SRv8QNwk.wav,c-222,train
WOLFGANG AMADEUS MOZART,Fantasy and Sonata c minor KV 475/457,,6,https://www.youtube.com/watch?v=Dube3lq9C9I,,,,Dube3lq9C9I,Dube3lq9C9I.wav,c-233,val
WOLFGANG AMADEUS MOZART,Piano Sonata B flat major KV 281 (189f),mvt. 1,6,https://www.youtube.com/watch?v=OnJvgUY0Vts,https://www.youtube.com/watch?v=-QFbj1id5fE,https://www.youtube.com/watch?v=sz0gTv3Sc8Q,https://www.youtube.com/watch?v=2zib_hS_j-U,OnJvgUY0Vts,OnJvgUY0Vts.wav,c-235,test
WOLFGANG AMADEUS MOZART,Piano Sonata B flat major KV 281 (189f),mvt. 2,6,https://www.youtube.com/watch?v=KKj54Fcs39M,https://www.youtube.com/watch?v=MdDySpnKXpk,https://www.youtube.com/watch?v=ewhvPcRqey4,https://www.youtube.com/watch?v=XEayoTaHlL0,KKj54Fcs39M,KKj54Fcs39M.wav,c-235,test
WOLFGANG AMADEUS MOZART,Piano Sonata B flat major KV 281 (189f),mvt. 3,6,https://www.youtube.com/watch?v=C6N8bOAC24M,https://www.youtube.com/watch?v=j0jlAFkFpsg,https://www.youtube.com/watch?v=gBSUhHQRN4c,https://www.youtube.com/watch?v=XEayoTaHlL0,C6N8bOAC24M,C6N8bOAC24M.wav,c-235,test
WOLFGANG AMADEUS MOZART,Piano Sonata C major KV 279 (189d),mvt. 1,6,https://www.youtube.com/watch?v=NYUTR7YnzIg,https://www.youtube.com/watch?v=NN6DnID3B8E,,,NYUTR7YnzIg,NYUTR7YnzIg.wav,c-236,train
WOLFGANG AMADEUS MOZART,Piano Sonata C major KV 279 (189d),mvt. 2,6,https://www.youtube.com/watch?v=IiDTeqcmzRE,https://www.youtube.com/watch?v=ckcBkRiGmHQ,,,IiDTeqcmzRE,IiDTeqcmzRE.wav,c-236,train
WOLFGANG AMADEUS MOZART,Piano Sonata C major KV 279 (189d),mvt. 3,6,https://www.youtube.com/watch?v=RvT6bQFGIQs,https://www.youtube.com/watch?v=FUuNjIE7Yqk,https://www.youtube.com/watch?v=NYUTR7YnzIg,https://www.youtube.com/watch?v=25Ez6-j08aA,RvT6bQFGIQs,RvT6bQFGIQs.wav,c-236,train
WOLFGANG AMADEUS MOZART,Piano Sonata C major KV 330 (300h),mvt. 1,6,https://www.youtube.com/watch?v=BrnTdzb6XHw,https://www.youtube.com/watch?v=Dube3lq9C9I,https://www.youtube.com/watch?v=W3DnJCGRntI,,BrnTdzb6XHw,BrnTdzb6XHw.wav,c-238,val
WOLFGANG AMADEUS MOZART,Piano Sonata C major KV 330 (300h),mvt. 2,6,https://www.youtube.com/watch?v=IRrBvUCFVUI,https://www.youtube.com/watch?v=Dube3lq9C9I,https://www.youtube.com/watch?v=W3DnJCGRntI,,IRrBvUCFVUI,IRrBvUCFVUI.wav,c-238,val
WOLFGANG AMADEUS MOZART,Piano Sonata C major KV 330 (300h),mvt. 3,6,https://www.youtube.com/watch?v=jCdbpvaEO2M,https://www.youtube.com/watch?v=BrnTdzb6XHw,https://www.youtube.com/watch?v=Dube3lq9C9I,https://www.youtube.com/watch?v=A6ug14I3BLo,jCdbpvaEO2M,jCdbpvaEO2M.wav,c-238,val
WOLFGANG AMADEUS MOZART,Piano Sonata F major KV 332 (300k),mvt. 1,6,https://www.youtube.com/watch?v=ASt4qnP4B4I,https://www.youtube.com/watch?v=LWhVNyouxsg,,,ASt4qnP4B4I,ASt4qnP4B4I.wav,c-242,train
WOLFGANG AMADEUS MOZART,Piano Sonata F major KV 332 (300k),mvt. 2,6,https://www.youtube.com/watch?v=TueMcYOQyWQ,https://www.youtube.com/watch?v=XEayoTaHlL0,https://www.youtube.com/watch?v=BzcEuBtWRjU,https://www.youtube.com/watch?v=cvIjzPqVbm4,TueMcYOQyWQ,TueMcYOQyWQ.wav,c-242,train
WOLFGANG AMADEUS MOZART,Piano Sonata F major KV 332 (300k),mvt. 3,6,https://www.youtube.com/watch?v=1yMokbmmFjU,https://www.youtube.com/watch?v=rospc2UE9HY,https://www.youtube.com/watch?v=XEayoTaHlL0,https://www.youtube.com/shorts/bXL3zAbCLCQ,1yMokbmmFjU,1yMokbmmFjU.wav,c-242,train
WOLFGANG AMADEUS MOZART,Piano Sonata B flat major KV 333 (315c),mvt. 1,6,https://www.youtube.com/watch?v=ip6jWyKTLxw,https://www.youtube.com/shorts/u7V4iQ-4hQM,,,ip6jWyKTLxw,ip6jWyKTLxw.wav,c-244,test
WOLFGANG AMADEUS MOZART,Piano Sonata B flat major KV 333 (315c),mvt. 2,6,https://www.youtube.com/watch?v=Z3YNU2E1xc4,https://www.youtube.com/watch?v=IomfbPhPXks,https://www.youtube.com/shorts/u7V4iQ-4hQM,,Z3YNU2E1xc4,Z3YNU2E1xc4.wav,c-244,test
WOLFGANG AMADEUS MOZART,Piano Sonata B flat major KV 333 (315c),mvt. 3,6,https://www.youtube.com/watch?v=BNPyUz82JZU,,,,BNPyUz82JZU,BNPyUz82JZU.wav,c-244,test
WOLFGANG AMADEUS MOZART,9 Piano Variations on a Minuet by Duport KV 573,,6,https://www.youtube.com/watch?v=WX7k7vlT22Y,https://www.youtube.com/watch?v=kRannf8bh4o,https://www.youtube.com/watch?v=vIR8YXksh5I,https://www.youtube.com/watch?v=2NAj597rpcM,WX7k7vlT22Y,WX7k7vlT22Y.wav,c-245,train
JOHANN SEBASTIAN BACH,Prelude e minor BWV 879,,6,https://www.youtube.com/watch?v=qHg-NjrYltQ,https://www.youtube.com/watch?v=fmaA0HLu4d8,https://www.youtube.com/watch?v=LC6rwTOC1hg,https://www.youtube.com/watch?v=gXjmRkix4Gk,qHg-NjrYltQ,qHg-NjrYltQ.wav,c-247,train
LUDWIG VAN BEETHOVEN,9 Piano Variations on a March by Dressler (first version) WoO 63,,6,https://www.youtube.com/watch?v=XzArchlnS9s,https://www.youtube.com/shorts/B3FFFtweET4,https://www.youtube.com/shorts/2eUP01TQFhc,https://www.youtube.com/watch?v=iP4_kIZREc8,XzArchlnS9s,XzArchlnS9s.wav,c-249,train
LUDWIG VAN BEETHOVEN,"10 Piano Variations on ""La stessa, la stessissima"" by Salieri WoO 73",,6,https://www.youtube.com/watch?v=ESy2jw4T0Lw,https://www.youtube.com/watch?v=mBEJDZzrOeU,https://www.youtube.com/watch?v=sWBHwV8zwY4,https://www.youtube.com/watch?v=PdXuXIgSp78,ESy2jw4T0Lw,ESy2jw4T0Lw.wav,c-252,val
FRÉDÉRIC CHOPIN,"Etude f minor op. 10,9",,6,https://www.youtube.com/watch?v=atG0B5ROeu0,https://www.youtube.com/watch?v=No4uylyK3ZU,https://www.youtube.com/watch?v=A0umohcLS1I,https://www.youtube.com/watch?v=v17BIT7-3Mw,atG0B5ROeu0,atG0B5ROeu0.wav,c-268,test
FRÉDÉRIC CHOPIN,"Mazurka D flat major op. 30,3",,6,https://www.youtube.com/watch?v=xrgp-DkxZ3M,https://www.youtube.com/watch?v=djvsmlnR1iA,https://www.youtube.com/watch?v=jsb_SMhoKmg,https://www.youtube.com/watch?v=cQLSB7dcFrY,xrgp-DkxZ3M,xrgp-DkxZ3M.wav,c-294,train
FRÉDÉRIC CHOPIN,"Mazurka c sharp minor op. 30,4",,6,https://www.youtube.com/watch?v=AMizry2hyQo,https://www.youtube.com/watch?v=-WQHBPhuKYI,https://www.youtube.com/watch?v=BxaYDQI_Lo4,https://www.youtube.com/watch?v=relsByufSLc,AMizry2hyQo,AMizry2hyQo.wav,c-295,train
FRÉDÉRIC CHOPIN,"Mazurka b minor op. 33,4",,6,https://www.youtube.com/watch?v=ZUh2OCPGkjM,https://www.youtube.com/watch?v=vN_q-ptm_DA,https://www.youtube.com/watch?v=G66TEXhx_Kk,https://www.youtube.com/watch?v=D3Mp4FiyqnA,ZUh2OCPGkjM,ZUh2OCPGkjM.wav,c-299,train
FRÉDÉRIC CHOPIN,"Mazurka G major op. 50,1",,6,https://www.youtube.com/watch?v=ANIN_06Og5A,https://www.youtube.com/watch?v=t8K9Hnmr1A4,https://www.youtube.com/watch?v=Y1752GH8vDc,https://www.youtube.com/watch?v=FM1AbK5XbUg,ANIN_06Og5A,ANIN_06Og5A.wav,c-301,train
FRÉDÉRIC CHOPIN,"Mazurka A flat major op. 50,2",,6,https://www.youtube.com/watch?v=dDoRARiAlXU,https://www.youtube.com/watch?v=4K9_TaBf_dA,https://www.youtube.com/watch?v=itpRJRe-G68,https://www.youtube.com/watch?v=ITngeJXyq_A,dDoRARiAlXU,dDoRARiAlXU.wav,c-302,train
FRÉDÉRIC CHOPIN,"Mazurka c sharp minor op. 50,3",,6,https://www.youtube.com/watch?v=Ejq5GlKrW7w,https://www.youtube.com/watch?v=6uh4iHowUj4,https://www.youtube.com/watch?v=WcP_br7ilvc,https://www.youtube.com/watch?v=aUTYNre1IJk,Ejq5GlKrW7w,Ejq5GlKrW7w.wav,c-303,val
FRÉDÉRIC CHOPIN,"Mazurka C major op. 56,2",,6,https://www.youtube.com/watch?v=oPrZyFxi940,https://www.youtube.com/watch?v=167qOAcpD9E,https://www.youtube.com/watch?v=ODqQ_zUauQI,https://www.youtube.com/watch?v=GWyV6ufrC2w,oPrZyFxi940,oPrZyFxi940.wav,c-305,test
FRÉDÉRIC CHOPIN,"Mazurka c minor op. 56,3",,6,https://www.youtube.com/watch?v=ncq2OTxyFiE,,,,ncq2OTxyFiE,ncq2OTxyFiE.wav,c-306,test
FRÉDÉRIC CHOPIN,"Mazurka a minor op. 59,1",,6,https://www.youtube.com/watch?v=IceAA4mxRis,https://www.youtube.com/watch?v=ZPdiVDlm-xU,https://www.youtube.com/watch?v=HxMRLU-nxIs,https://www.youtube.com/watch?v=nAB5hMnKQ3M,IceAA4mxRis,IceAA4mxRis.wav,c-307,val
FRÉDÉRIC CHOPIN,"Mazurka A flat major op. 59,2",,6,https://www.youtube.com/watch?v=T1iq5dDN1Ug,https://www.youtube.com/watch?v=cJybte7xcAE,https://www.youtube.com/watch?v=nAB5hMnKQ3M,https://www.youtube.com/watch?v=xEiJGYclnY0,T1iq5dDN1Ug,T1iq5dDN1Ug.wav,c-308,train
