artist,artist_id,track,track_duration(s),composer,audio_path,youtube_links,audio_duration,composition_id
Vladimir Ashkenazy,6.0,"8 Etudes, Op. 42: No. 6 in D-Flat Major",112.802,Alexander Scriabin,"Alexander_Scriabin/8_Etudes,_Op._42/No._6_in_D-Flat_Major/1.mp3",https://www.youtube.com/watch?v=gjybXdPSxaA,113.0,164
Vladimir Horowitz,2.0,"Études, Op. 10: No. 12 in C Minor ""Revolutionary""",156.066,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._10/No._12_in_C_Minor_""Revolutionary""/8.mp3",https://www.youtube.com/watch?v=QiSMd_6sBvY,157.0,1411
Friedrich Gulda,24.0,"Piano Sonata No.15 in D, Op.28 -""Pastorale"": 4. Rondo (Allegro ma non troppo)",286.0,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No.15_in_D,_Op.28_-""Pastorale""/4._Rondo._Allegro_ma_non_troppo/29.mp3",https://www.youtube.com/watch?v=dtBny5QCcw8,288.0,1248
Alice Sara Ott,44.0,"Lyric Pieces Book III, Op. 43: No. 1 Butterfly",92.88,Edvard Grieg,"Edvard_Grieg/Lyric_Pieces,_Book_3,_Op._43/No._1,_Butterfly/8.mp3",https://www.youtube.com/watch?v=8Pof4tPbJx4,92.0,698
Vladimir Ashkenazy,6.0,"3 Romanzen, Op. 28: No. 2 in F sharp (Einfach)",216.733,Robert Schumann,"Robert_Schumann/3_Romanzen,_Op._28/No._2_in_F_sharp_(Einfach)/0.mp3",https://www.youtube.com/watch?v=dvYloa2eDoM,216.0,266
Glenn Gould,15.0,"The Well-Tempered Clavier, Book 1: Fugue No. 13 in F-Sharp Major, BWV 858",136.613,Johann Sebastian Bach,"Johann_Sebastian_Bach/The_Well-Tempered_Clavier,_Book_I/No._13_in_F-Sharp_Major,_BWV_858:_Fugue/2.mp3",https://www.youtube.com/watch?v=LpyBVNbMCdY,135.0,538
Vladimir Ashkenazy,6.0,"Preludes and Fugues for Piano, Op.87: Prelude & Fugue No.4 in E minor: Prelude",196.453,Dmitri Shostakovich,"Dmitri_Shostakovich/Preludes_and_Fugues_for_Piano,_Op.87/Prelude_&_Fugue_No.4_in_E_minor:_Prelude/0.mp3",https://www.youtube.com/watch?v=rvIMeJOGa2o,196.0,775
Murray Perahia,13.0,"English Suite No. 2 in A Minor, BWV 807: I. Prélude",286.493,Johann Sebastian Bach,"Johann_Sebastian_Bach/English_Suite_No.2_in_A_minor,_BWV_807/1._Prelude/10.mp3",https://www.youtube.com/watch?v=S4za_qkV3Lc,287.0,571
Robert Casadesus,21.0,"French Suite No. 6 in E Major, BWV 817: III. Sarabande",211.56,Johann Sebastian Bach,"Johann_Sebastian_Bach/French_Suite_No.6_in_E,_BWV_817/3._Sarabande/4.mp3",https://www.youtube.com/watch?v=czudDmZyojQ,212.0,575
Walter Gieseking,8.0,"Sonatine for Piano in F-Sharp Minor, M. 40: II. Mouvement de menuet",190.64,Maurice Ravel,"Maurice_Ravel/Sonatine,_M._40/II._Mouvement_de_Menuet/7.mp3",https://www.youtube.com/watch?v=7ipdVMWdjog,191.0,719
Glenn Gould,15.0,"The Well-Tempered Clavier, Book 1: Prelude No. 4 in C-Sharp Minor, BWV 849",161.4,Johann Sebastian Bach,"Johann_Sebastian_Bach/The_Well-Tempered_Clavier,_Book_I/No._4_in_C-Sharp_Minor,_BWV_849:_Prelude/2.mp3",https://www.youtube.com/watch?v=DTRnYEsk2C8,161.0,548
András Schiff,4.0,"English Suite No.2 in A minor, BWV 807: 1. Prelude",293.693,Johann Sebastian Bach,"Johann_Sebastian_Bach/English_Suite_No.2_in_A_minor,_BWV_807/1._Prelude/2.mp3",https://www.youtube.com/watch?v=4mgg_yUeHNA,293.0,571
Sviatoslav Richter,0.0,"13 Préludes, Op. 32: No. 12 in G-Sharp Minor (Allegro) [Alternate Performance] [Live]",133.44,Sergei Rachmaninoff,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/4.mp3",https://www.youtube.com/watch?v=PZ1lgWCdbdE,133.0,7
Alfred Brendel,19.0,"6 Moments musicaux, Op. 94, D. 780: No. 3 in F Minor. Allegro moderato",103.84,Franz Schubert,"Franz_Schubert/6_Moments_musicaux,_Op.94_D.780/No.3_in_F_minor_(Allegro_moderato)/16.mp3",https://www.youtube.com/watch?v=0XlUsEfcKB0,103.0,861
Emanuel Ax,49.0,"4 Piano Pieces, Op. 119: No. 1, Intermezzo in B Minor. Adagio",258.613,Johannes Brahms,"Johannes_Brahms/4_Piano_Pieces,_Op._119/No._1,_Intermezzo_in_B_Minor/16.mp3",https://www.youtube.com/watch?v=5BkkHyjHeOQ,259.0,1112
Wilhelm Kempff,28.0,"6 Piano Pieces, Op.118: 3. Ballade in G minor",237.546,Johannes Brahms,"Johannes_Brahms/6_Piano_Pieces,_Op._118/3._Ballade_in_G_Minor/8.mp3",https://www.youtube.com/watch?v=_1Tlr_ieQDo,238.0,1081
Alicia de Larrocha,18.0,"Piano Sonata No. 8 in A Minor, K. 310: 3. Presto",206.24,Wolfgang Amadeus Mozart,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No.8_in_A_minor,_K.310/3._Presto/16.mp3",https://www.youtube.com/watch?v=UrI4jYL64MY,207.0,1152
Sviatoslav Richter,0.0,"The Well-Tempered Clavier, Book I: No. 2 in C Minor, BWV 847: Fugue",98.733,Johann Sebastian Bach,"Johann_Sebastian_Bach/The_Well-Tempered_Clavier,_Book_I/No._2_in_C_Minor,_BWV_847:_Fugue/0.mp3",https://www.youtube.com/watch?v=IfdnbQ3coV8,99.0,559
Glenn Gould,15.0,"Goldberg Variations, BWV 988: Var. 27, Canone alla nona - 1981 Version",81.266,Johann Sebastian Bach,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._27_Canone_alla_Nona/11.mp3",https://www.youtube.com/watch?v=I7AlcXqsxco,82.0,467
Claudio Arrau,11.0,"Invention No. 2 in C Minor, BWV 773",100.866,Johann Sebastian Bach,"Johann_Sebastian_Bach/Invention_No.2_in_C_minor,_BWV773/4.mp3",https://www.youtube.com/watch?v=6Prn16I0nVU,100.0,1526
Claudio Arrau,11.0,"33 Piano Variations In C, Op. 120 On A Waltz By Anton Diabelli: Variation I (Alla marcia maestoso)",104.133,Ludwig van Beethoven,"Ludwig_van_Beethoven/33_Piano_Variations_In_C,_Op._120_On_A_Waltz_By_Anton_Diabelli/Tema._Vivace_-_Variation_I._Alla_marcia_maestoso/1.mp3",https://www.youtube.com/watch?v=tBH94EuBlXg,104.0,1277
Sviatoslav Richter,0.0,"Liebesträume, S. 541: Liebesträume, S. 541/R. 211: No. 3, Nocturne in A-Flat Major (1948 Moscow performance)",252.76,Franz Liszt,"Franz_Liszt/Liebesträume,_S._541/No._3,_Nocturne_in_A-Flat_Major/1.mp3",https://www.youtube.com/watch?v=teTKXynFsBM,252.0,109
Glenn Gould,15.0,"Invention No. 15 in B Minor, BWV 786 - Remastered",51.533,Johann Sebastian Bach,"Johann_Sebastian_Bach/Invention_No.15_in_B_minor,_BWV_786/5.mp3",https://www.youtube.com/watch?v=oTR1RJi4AsU,51.0,1538
Grigory Sokolov,12.0,"Piano Sonata No. 29 in B-Flat Major, Op. 106, ""Große Sonate für das Hammerklavier"": II. Scherzo. Assai vivace",188.213,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._29_in_B-Flat_Major,_Op._106_""Hammerklavier""/II._Scherzo._Assai_vivace/14.mp3",https://www.youtube.com/watch?v=3iqTRsL34dw,188.0,1233
Vladimir Ashkenazy,6.0,"12 Études, Op. 10: No. 11 in E-Flat Major",149.893,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._10/No._11_in_E-Flat_Major/16.mp3",https://www.youtube.com/watch?v=SwQ4GQzVlJ0,149.0,1419
Sviatoslav Richter,0.0,"Études, Op. 25 (Excerpts): No. 5 in E Minor ""Wrong Note"" [Live]",181.386,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._25/No._5_in_E_Minor/1.mp3",https://www.youtube.com/watch?v=pX6Krd3d8dA,181.0,1430
Walter Gieseking,8.0,"Partita No. 5 in G Major, BWV 829: I. Praeambulum",111.866,Johann Sebastian Bach,"Johann_Sebastian_Bach/Partita_No._5_In_G_Major,_BWV_829/1._Praeambulum/5.mp3",https://www.youtube.com/watch?v=ly0x2CAw50w,112.0,506
Daniel Barenboim,9.0,"Piano Sonata No. 5 in C Minor, Op. 10 No. 1: III. Finale. Prestissimo",293.733,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No.5_in_C_minor,_Op.10_No.1/3._Finale_(Prestissimo)/9.mp3",https://www.youtube.com/watch?v=D_L9rls1pnQ,294.0,1311
Vladimir Ashkenazy,6.0,"Etudes-Tableaux, Op.39: No.4 in B Minor",220.013,Sergei Rachmaninoff,"Sergei_Rachmaninoff/Etudes-Tableaux,_Op.39/No.4_in_B_Minor/5.mp3",https://www.youtube.com/watch?v=ExmjjY520YQ,221.0,58
Murray Perahia,13.0,"French Suite No. 2 in C Minor, BWV 813: I. Allemande",190.2,Johann Sebastian Bach,"Johann_Sebastian_Bach/French_Suite_No.2_in_C_minor,_BWV_813/1._Allemande/8.mp3",https://www.youtube.com/watch?v=mutVAR7Lxvg,190.0,370
Vladimir Ashkenazy,6.0,"Waldszenen, Op.82: 8. Jagdlied",155.826,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/8._Jagdlied/4.mp3",https://www.youtube.com/watch?v=DVVI8rLcGOg,155.0,273
Vladimir Horowitz,2.0,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": II. Introduzione. Adagio molto",230.426,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._21_in_C_major,_Op._53,_""Waldstein""/II._Introduzione:_Adagio_molto/6.mp3",https://www.youtube.com/watch?v=iY-KqM4Vojk,230.0,1215
Murray Perahia,13.0,"French Suite No. 4 in E-Flat Major, BWV 815: II. Courante",109.76,Johann Sebastian Bach,"Johann_Sebastian_Bach/French_Suite_No._4_in_E-Flat_Major,_BWV_815a/III._Courante/1.mp3",https://www.youtube.com/watch?v=wZnQzTpd6xo,109.0,433
András Schiff,4.0,"English Suite No.6 in D minor, BWV 811: 3. Courante",134.466,Johann Sebastian Bach,"Johann_Sebastian_Bach/English_Suite_No.6_in_D_minor,_BWV_811/3._Courante/5.mp3",https://www.youtube.com/watch?v=7LKzwwI0UHI,134.0,338
Alfred Brendel,19.0,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",232.72,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/23.mp3",https://www.youtube.com/watch?v=Zfk5JCk6mA0,232.0,1224
Vladimir Horowitz,2.0,"Piano Sonata No. 7 in B-Flat Major, Op. 83: III. Precipitato",235.013,Sergei Prokofiev,"Sergei_Prokofiev/Piano_Sonata_No._7,_Op._83/III._Precipitato/4.mp3",https://www.youtube.com/watch?v=KOCAjsXazxk,236.0,1018
Claudio Arrau,11.0,"24 Préludes, Op. 28: No. 3 in G Major",60.86600000000001,Frédéric Chopin,"Frederic_Chopin/24_Préludes,_Op._28/No._3_in_G_Major:_Vivace/13.mp3",https://www.youtube.com/watch?v=OLaJ9mFLzQw,60.0,1465
Martha Argerich,7.0,"Schumann: Kinderszenen, Op. 15: No. 9, Ritter vom Steckenpferd (Live)",39.28,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/9._Ritter_vom_Steckenpferd/22.mp3",https://www.youtube.com/watch?v=64tM0Y8-ufw,40.0,193
Samson François,48.0,"Chopin: 12 Études, Op. 10: No. 12 in C Minor ""Revolutionary""",178.542,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._10/No._12_in_C_Minor_""Revolutionary""/27.mp3",https://www.youtube.com/watch?v=FqN1EZdGstQ,179.0,1411
Wilhelm Kempff,28.0,"Goldberg Variations, BWV 988: Var. 15 Canone alla Quinta in moto contrario",278.0,Johann Sebastian Bach,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._15_Canone_alla_Quinta_in_moto_contrario/2.mp3",https://www.youtube.com/watch?v=2rGMDh3M4PE,278.0,460
Vladimir Horowitz,2.0,"Feuillet d'album, Op. 58",89.773,Alexander Scriabin,"Alexander_Scriabin/Feuillet_d'album,_Op._58/5.mp3",https://www.youtube.com/watch?v=FnE-973oc2I,90.0,1507
Vladimir Horowitz,2.0,"Piano Sonata in E-Flat Major, Op. 92, Hob.XVI:52: III. Finale. Presto",240.64,Franz Joseph Haydn,"Franz_Joseph_Haydn/Keyboard_Sonata_in_E-Flat_Major,_Op._92,_Hob._XVI:52/III._Finale._Presto/2.mp3",https://www.youtube.com/watch?v=EZ0DdD-efpU,241.0,1045
Nikolai Lugansky,41.0,"Chopin: 12 Études, Op. 25: No. 11 in A Minor ""Winter Wind""",212.733,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._25/No._11_in_A_Minor_""Winter_Wind""/21.mp3",https://www.youtube.com/watch?v=b8VVMZRRSLY,213.0,1431
Friedrich Gulda,24.0,"Piano Sonata No. 24 in F-Sharp Major, Op. 78 ""For Therese"": II. Allegro vivace",175.48,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._24_in_F-Sharp_Major,_Op._78_""For_Therese""/2._Allegro_vivace/20.mp3",https://www.youtube.com/watch?v=SmciiRAdZXU,176.0,1264
Dinu Lipatti,29.0,"Waltz No. 2 in A-Flat Major, Op. 34, No. 1, ""Valse brillante""",277.466,Frédéric Chopin,"Frederic_Chopin/Waltz_No._2_in_A-Flat_Major,_Op._34,_No._1,_""Valse_brillante""/8.mp3",https://www.youtube.com/watch?v=JWBHfEZCbLA,277.0,1661
Friedrich Gulda,24.0,"24 Préludes, Op. 28: Prélude No. 11 in B Major. Vivace",36.793,Frédéric Chopin,"Frederic_Chopin/24_Préludes,_Op._28/No._11_in_B_Major:_Vivace/15.mp3",https://www.youtube.com/watch?v=gg9Q-m9zCvU,36.0,1481
Alfred Brendel,19.0,"Piano Sonata No. 25 in G Major, Op. 79: I. Presto alla tedesca",299.6,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No.25_in_G,_Op.79/1._Presto_alla_tedesca/18.mp3",https://www.youtube.com/watch?v=Q-iIrLGc3z4,299.0,1216
Vladimir Horowitz,2.0,"Kinderszenen, Op. 15, No. 7: Träumerei - Remastered",182.466,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/7._Träumerei/5.mp3",https://www.youtube.com/watch?v=VyvCbd_X8Yg,183.0,202
Claudio Arrau,11.0,"Piano Sonata No.26 in E flat, Op.81a -""Les adieux"": 2. Abwesendheit (Andante espressivo)",227.493,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No.26_in_E_flat,_Op.81a_-""Les_adieux""/2._Abwesendheit_(Andante_espressivo)/10.mp3",https://www.youtube.com/watch?v=I3Q0pfoKzE4,227.0,1196
Vladimir Horowitz,2.0,"Piano Sonata No. 28, Op. 101: I. Etwas lebhaft, und mit der innigsten Empfindung (Allegretto, ma non troppo)",232.48,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._28_in_A_Major,_Op._101/I._Etwas_lebhaft_und_mit_der_innigsten_Empfindung/10.mp3",https://www.youtube.com/watch?v=aO8NGyl53hg,233.0,1240
Mitsuko Uchida,26.0,"Piano Sonata No.7 in C, K.309: 2. Andante, un poco adagio",289.0,Wolfgang Amadeus Mozart,"Wolfgang_Amadeus_Mozart/Piano_Sonata_No._7_in_C,_K.309/2._Andante,_un_poco_adagio/12.mp3",https://www.youtube.com/watch?v=YYwsYx1q0O0,289.0,1136
András Schiff,4.0,"Partita No. 5 in G, BWV 829: 3. Corrente",91.333,Johann Sebastian Bach,"Johann_Sebastian_Bach/Partita_No._5_In_G_Major,_BWV_829/3._Corrente/0.mp3",https://www.youtube.com/watch?v=_7R-aWpRU6Q,92.0,505
Martha Argerich,7.0,"Sonatine, M. 40: III. Animé (Live)",203.0,Maurice Ravel,"Maurice_Ravel/Sonatine,_M._40/III._Animé/2.mp3",https://www.youtube.com/watch?v=LxCQY_zdh-M,202.0,720
Daniel Barenboim,9.0,"Beethoven: Piano Sonata No. 10 in G Major, Op. 14 No. 2: III. Scherzo. Allegro assai",197.36,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/12.mp3",https://www.youtube.com/watch?v=Fm_J_AWKNKE,198.0,1224
Claudio Arrau,11.0,"Waltz No.7 in C Sharp Minor, Op.64 No.2",258.2,Frédéric Chopin,"Frederic_Chopin/Waltz_No.7_in_C_sharp_minor,_Op.64,_No.2/13.mp3",https://www.youtube.com/watch?v=ORI3dWlTe28,258.0,1679
Vladimir Ashkenazy,6.0,"Waltz No.11 in G Flat, Op.70 No.1",134.44,Frédéric Chopin,"Frederic_Chopin/Waltz_No.11_in_G_Flat,_Op.70_No.1/6.mp3",https://www.youtube.com/watch?v=ghqNubClOao,134.0,1624
Vladimir Ashkenazy,6.0,"Nocturne No. 5 in F-Sharp Major, Op. 15 No. 2",225.266,Frédéric Chopin,"Frederic_Chopin/Nocturne_No._5_in_F-Sharp_Major,_Op._15_No._2/12.mp3",https://www.youtube.com/watch?v=IIOaMTmdKRo,225.0,1642
Glenn Gould,15.0,"Sonata No. 1 in F Minor, Op. 2, No. 1: III. Menuetto - Allegretto - Remastered",177.2,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1/III._Menuetto._Allegretto/12.mp3",https://www.youtube.com/watch?v=ONq531xvZhw,178.0,1181
Claudio Arrau,11.0,"33 Piano Variations in C, Op.120 on a Waltz by Anton Diabelli: Variation XII (Un poco più moto)",63.613,Ludwig van Beethoven,"Ludwig_van_Beethoven/33_Piano_Variations_In_C,_Op._120_On_A_Waltz_By_Anton_Diabelli/Variation_XII._Un_poco_più_moto/5.mp3",https://www.youtube.com/watch?v=TjpdhrZeDE0,63.0,1297
Wilhelm Kempff,28.0,"Kinderszenen, Op. 15: No. 4 Bittendes Kind",51.386,Robert Schumann,"Robert_Schumann/Kinderszenen,_Op._15/4._Bittendes_Kind/38.mp3",https://www.youtube.com/watch?v=G_qD1Gax4Bc,51.0,194
Sviatoslav Richter,0.0,"The Well-Tempered Clavier, Book I: No. 4 in C-Sharp Minor, BWV 849: Prelude",194.093,Johann Sebastian Bach,"Johann_Sebastian_Bach/The_Well-Tempered_Clavier,_Book_I/No._4_in_C-Sharp_Minor,_BWV_849:_Prelude/0.mp3",https://www.youtube.com/watch?v=M6huDEVi7vc,195.0,548
Lang Lang,39.0,"Goldberg Variations, BWV 988: Variatio 16 Ouverture. a 1 Clav.",165.48,Johann Sebastian Bach,"Johann_Sebastian_Bach/Goldberg_Variations,_BWV_988/Var._16_Ouverture_a_1_Clav./2.mp3",https://www.youtube.com/watch?v=rT6tXOy1N7w,166.0,461
Glenn Gould,15.0,"Partita No. 2 in C Minor, BWV 826: II. Allemande",194.44,Johann Sebastian Bach,"Johann_Sebastian_Bach/Partita_No._2_in_C_minor,_BWV_826/2._Allemande/21.mp3",https://www.youtube.com/watch?v=4yQmUpeJxvw,195.0,346
András Schiff,4.0,"Invention No. 14 in B flat, BWV 785",82.626,Johann Sebastian Bach,"Johann_Sebastian_Bach/Invention_No.14_in_B_flat,_BWV_785/1.mp3",https://www.youtube.com/watch?v=BjRGQxpjLsY,82.0,1533
Alexandre Tharaud,43.0,"Beethoven: Piano Sonata No. 31 in A-Flat Major, Op. 110: II. Allegro molto",140.653,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._31_in_A-Flat_Major,_Op._110/II._Allegro_molto/56.mp3",https://www.youtube.com/watch?v=wUnJ6COc4G4,139.0,1194
Anne Queffélec,45.0,"Ravel: Le Tombeau de Couperin, M. 68: VI. Toccata",242.4,Maurice Ravel,"Maurice_Ravel/Le_Tombeau_de_Couperin,_M.68/No._6._Toccata/10.mp3",https://www.youtube.com/watch?v=xV3SvD7HmYY,242.0,728
Murray Perahia,13.0,"English Suite No. 6 in D Minor, BWV 811: II. Allemande",227.333,Johann Sebastian Bach,"Johann_Sebastian_Bach/English_Suite_No.6_in_D_minor,_BWV_811/2._Allemande/7.mp3",https://www.youtube.com/watch?v=fftr0S_tgS0,228.0,341
Walter Gieseking,8.0,"Davidsbundlertanze, Op. 6: No. 13. Wild und lustig",175.533,Robert Schumann,"Robert_Schumann/Davidsbündlertänze,_Op._6/13._Wild_und_lustig/3.mp3",https://www.youtube.com/watch?v=ZRqfznopryU,175.0,325
Robert Casadesus,21.0,"Waldszenen, Op. 82: 8. Jagdlied. Rasch, kräftig",142.16,Robert Schumann,"Robert_Schumann/Waldszenen,_Op._82/8._Jagdlied/9.mp3",https://www.youtube.com/watch?v=K2JMRpQ26pM,143.0,273
Alfred Brendel,19.0,"6 Bagatelles, Op. 126: No. 1 in G Major. Andante con moto, cantabile e con piacevole",182.133,Ludwig van Beethoven,"Ludwig_van_Beethoven/Bagatelles,_Op._126/No._1_in_G_Major/7.mp3",https://www.youtube.com/watch?v=GKnRgkqy2I0,182.0,1174
András Schiff,4.0,"Piano Sonata No.7 in E flat, D. 568: 3. Menuetto (Allegretto)",271.493,Franz Schubert,"Franz_Schubert/Piano_Sonata_No.7_in_E_flat,_D._568/3._Menuetto_(Allegretto)/0.mp3",https://www.youtube.com/watch?v=UMSKzL8-Mts,271.0,857
Vladimir Ashkenazy,6.0,"Piano Sonata No.1 in C minor, Op.4: 3. Larghetto",241.173,Frédéric Chopin,"Frederic_Chopin/Piano_Sonata_No.1_in_C_minor,_Op.4/3._Larghetto/0.mp3",https://www.youtube.com/watch?v=2Ej9g7tsgF4,241.0,1448
Samson François,48.0,"Chopin: Nocturne No. 9 in B Major, Op. 32 No. 1",240.72,Frédéric Chopin,"Frederic_Chopin/Nocturne_No._9_in_B_Major,_Op._32_No._1/10.mp3",https://www.youtube.com/watch?v=eSmLGk4gF2g,241.0,1653
Friedrich Gulda,24.0,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: II. Rondo. Allegro",197.4,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1/II._Rondo._Allegro/27.mp3",https://www.youtube.com/watch?v=jOtblby74R4,197.0,1189
Vladimir Ashkenazy,6.0,Sorochintsy Fair: Hopak (Arr. Piano),96.333,Modest Mussorgsky,Modest_Mussorgsky/Sorochintsy_Fair/Hopak_(Arr._Piano)/0.mp3,https://www.youtube.com/watch?v=vM2WiLFImps,96.0,701
Murray Perahia,13.0,"Sonata in B Minor, K 27",222.0,Domenico Scarlatti,"Domenico_Scarlatti/Keyboard_Sonata_in_B_Minor,_K.27/3.mp3",https://www.youtube.com/watch?v=-LHY6K190sU,222.0,1585
András Schiff,4.0,"French Suite No. 3 in B minor, BWV 814: 3. Sarabande",165.453,Johann Sebastian Bach,"Johann_Sebastian_Bach/French_Suite_No._3_in_B_minor,_BWV_814/3._Sarabande/1.mp3",https://www.youtube.com/watch?v=DYc6GyukLFw,165.0,563
András Schiff,4.0,"Partita No. 6 In E Minor, BWV 830: 6. Tempo di gavotta",133.44,Johann Sebastian Bach,"Johann_Sebastian_Bach/Partita_No._6_In_E_Minor,_BWV_830/6._Tempo_di_gavotta/2.mp3",https://www.youtube.com/watch?v=1gkJJp2JX_k,133.0,496
Maurizio Pollini,5.0,"12 Études, Op. 10: No. 7 in C Major ""Toccata""",90.0,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._10/No._7_in_C_Major/11.mp3",https://www.youtube.com/watch?v=Vvg7yDbkCLY,91.0,1415
András Schiff,4.0,"Minuet in D Major, K.355",147.32,Wolfgang Amadeus Mozart,"Wolfgang_Amadeus_Mozart/Minuet_in_D_Major,_K.355/1.mp3",https://www.youtube.com/watch?v=nZbxX4TVrq0,147.0,1563
Alexandre Tharaud,43.0,"24 Préludes, Op. 28: No.19 in E flat major - Vivace",80.693,Frédéric Chopin,"Frederic_Chopin/24_Préludes,_Op._28/No._19_in_E-Flat_Major:_Vivace/26.mp3",https://www.youtube.com/watch?v=UD_SLaoBpaI,81.0,1472
Claudio Arrau,11.0,"Piano Sonata No.9 in E, Op.14 No.1: 2. Allegretto",245.0,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._9_in_E_Major,_Op._14,_No._1/II._Allegretto/23.mp3",https://www.youtube.com/watch?v=ABHVjOXAc44,245.0,1185
Glenn Gould,15.0,"Piano Sonata No. 24 in F-Sharp Major, Op. 78 ""À Thérèse"": II. Allegro vivace",147.2,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No._24_in_F-Sharp_Major,_Op._78_""For_Therese""/2._Allegro_vivace/11.mp3",https://www.youtube.com/watch?v=t2ccC4Yi6t4,148.0,1264
Arturo Benedetti Michelangeli,10.0,"Images - Book 1, L. 110: I. Reflets dans l'eau",290.946,Claude Debussy,"Claude_Debussy/Images,_Book_1,_L._110/No._1,_Reflets_dans_l'eau/12.mp3",https://www.youtube.com/watch?v=J7w66vdqDm4,290.0,646
Martha Argerich,7.0,"24 Préludes, Op. 28: No. 5 in D Major",29.64,Frédéric Chopin,"Frederic_Chopin/Prelude,_Op._28/No._5_in_D_Major/40.mp3",https://www.youtube.com/watch?v=mQLV5YxdNBM,29.0,1433
Sviatoslav Richter,0.0,"L'espiègle, Op.72: No.12",128.19899999999998,Pyotr Ilyich Tchaikovsky,"Pyotr_Ilyich_Tchaikovsky/18_Morceaux,_Op._72,_TH_151/L'espiègle,_Op._72,_No._12/0.mp3",https://www.youtube.com/watch?v=1LlGMqiVYRs,128.0,953
Sviatoslav Richter,0.0,Suite No. 14 in G Major: II. Allegro,158.826,George Frideric Handel,George_Frideric_Handel/Suite_No._14_in_G_Major/II._Allegro/0.mp3,https://www.youtube.com/watch?v=VfuI1MyOEdk,158.0,1368
Evgeny Kissin,20.0,"Waltz No. 14 in E Minor, Op. Posth",168.4,Frédéric Chopin,"Frederic_Chopin/Waltz_No.14_in_E_minor,_Op.posth./6.mp3",https://www.youtube.com/watch?v=UVaLJHmJuT4,168.0,1620
Vladimir Ashkenazy,6.0,"12 Études, Op. 10: No. 10 in A-Flat Major",135.066,Frédéric Chopin,"Frederic_Chopin/12_Études,_Op._10/No._10_in_A-Flat_Major/23.mp3",https://www.youtube.com/watch?v=gi-2d-ahzAY,136.0,1417
Robert Casadesus,21.0,"Partita No. 2 In C Minor, BWV 826: 3. Courante",132.57299999999998,Johann Sebastian Bach,"Johann_Sebastian_Bach/Partita_No._2_in_C_minor,_BWV_826/3._Courante/22.mp3",https://www.youtube.com/watch?v=5WQ4THzJGI8,133.0,345
Claudio Arrau,11.0,"Piano Sonata No.25 in G, Op.79: 2. Andante",185.0,Ludwig van Beethoven,"Ludwig_van_Beethoven/Piano_Sonata_No.25_in_G,_Op.79/2._Andante/11.mp3",https://www.youtube.com/watch?v=KCDbBiGkx24,185.0,1217
Claudio Arrau,11.0,"24 Préludes, Op.28: No.6 in B Minor",139.0,Frédéric Chopin,"Frederic_Chopin/Prelude,_Op._28/No._6_in_B_Minor/61.mp3",https://www.youtube.com/watch?v=_nlRnT9ecuk,139.0,1434
Evgeny Kissin,20.0,"24 Preludes, Op. 28: Prelude No. 6 in B Minor",136.16,Frédéric Chopin,"Frederic_Chopin/Prelude,_Op._28/No._6_in_B_Minor/72.mp3",https://www.youtube.com/watch?v=wxqM_9OqiRQ,137.0,1434
